page_index,record_index,inst_raw,book_page_raw,ref_book_page_raw,recorded_at_raw,town_primary,address_primary,consideration_raw,descr_raw,parties_n
,,18948,23774-230,,03-19-2021 2:28:39p,HOLYOKE,123 OAK ST,"165,000.00",OAK ST,3
,,18943,23774-205,,03-19-2021 2:28:27p,LUDLOW,20 WORCESTER ST,"220,000.00",WORCESTER ST,7
,,18939,23774-185,,03-19-2021 2:26:04p,WESTFIELD,16 WEST SCHOOL ST,"192,000.00",WEST SCHOOL ST,3
,,18934,23774-178,,03-19-2021 2:14:02p,WESTFIELD,12 PHELPS AVE,"165,000.00",PHELPS AVE,3
,,18930,23774-141,,03-19-2021 2:08:27p,WESTFIELD,74 BAST SILVER ST,"249,000.00",EAST SILVER ST,2
,,18982,23774-368,,03-19-2021 3:00:41p,WESTFIELD,74 BAST SILVER ST,"135,000.00",,2
,,18981,23774-366,,03-19-2021 2:59:54p,SPRINGFIELD,246 WALNUT ST,"220,000.00",WALNUT ST,2
,,18977,23774-347,,03-19-2021 2:57:24p,SPRINGFIELD,312 TIFFANY ST,"300,000.00",TIFFANY ST,2
,,18971,23774-324,,03-19-2021 2:56:31p,SPRINGFIELD,35 ATWATER TERR,"281,000.00",ATWATER TERR,6
,,18964,23774-301,,03-19-2021 2:44:19p,RUSSELL,31 LINCOLN AVE,"220,000.00",LINCOLN AVE,3
,,18964,23774-301,,03-19-2021 2:44:19p,HOLYOKE,127 VERMONT ST,"135,000.00",VERMONT ST,5
,,19021,23774-547,,03-19-2021 3:33:58p,SPRINGFIELD,374-382 WALNUT ST,"391,500.00",WALNUT ST,4
,,19019,23774-543,,03-19-2021 3:29:09p,CHICOPEE,43 CORTLAND ST,"150,000.00",CORTLAND ST,2
,,19014,23774-520,,03-19-2021 3:29:02p,SPRINGFIELD,53-55 ORLEANS ST,"172,750.00",ORLEANS ST,2
,,19005,23774-480,,03-19-2021 3:18:00p,SPRINGFIELD,97-99 OAK ST,"172,750.00",OAK ST,3
,,18999,23774-455,,03-19-2021 3:13:29p,LUDLOW,26 MAPLE ST,1.00,MAPLE ST,3
,,18995,23774-422,,03-19-2021 3:12:50p,SPRINGFIELD,590 WHITE ST,"185,000.00",WHITE ST,1
,,19055,23775-78,,03-19-2021 3:53:05p,SPRINGFIELD,67-69 MASSACHUSETTS AVE,"172,750.00",MASSACHUSETTS AVE,4
,,19050,23775-56,,03-19-2021 3:51:57p,SPRINGFIELD,36 PEMBROKE ST,"190,000.00",PEMBROKE ST,1
,,19046,23775-40,,03-19-2021 3:51:45p,HOLYOKE,MAPLE CREST CIR UNIT 14A,"149,900.00",UNIT 14A,0
,,19040,23775-17,,03-19-2021 3:51:01p,SPRINGFIELD,825 WORTHINGTON ST,"172,750.00",WORTHINGTON ST,3
,,19034,23774-594,,03-19-2021 3:50:38p,BRIMFIELD,50 LITTLE ALUM RD,"435,000.00",LITTLE ALUM RD,4
,,19028,23774-576,,03-19-2021 3:43:56p,BAST LONGMEADOW,20 THERESA ST,"99,900.00",THERESA ST,0
,,19058,23775-83,,03-19-2021 4:00:00p,PALMER,71R STATE ST,1.00,STATE ST,5
,,19056,23775-80,,03-19-2021 3:55:35p,WEST SPRINGFIELD,85-87 BLISS ST,"232,000.00",BLISS ST,3
,,19208,23776-406,,03-22-2021 11:21:38a,LUDLOW,52 NAPOLEON AVE,"191,000.00",NAPOLEON AVE,3
,,19189,23776-326,,03-22-2021 10:58:23a,WESTFIELD,168 NOTRE DAME ST,1.00,NOTRE DAME ST,5
,,19157,23776-187,,03-22-2021 10:05:15a,WESTFIELD,26 SKIPPER LA,1.00,SKIPPER LA,1
,,19155,23776-183,,03-22-2021 10:01:24a,WILBRAHAM,4 BALSAM DR,"402,000.00",UNIT 4,4
,,19138,23776-35,,03-22-2021 9:43:41a,WEST SPRINGFIELD,175-177 MORTON ST,1.00,MORTON ST,4
,,19072,23775-126,,03-22-2021 8:35:01a,SPRINGFIELD,276-278 CENTRE ST,"465,000.00",CENTRE ST,0
,,19237,23776-515,,03-22-2021 11:42:45a,SPRINGFIELD,62-64 BRISTOL ST,1.00,BRISTOL ST,4
,,19235,23776-511,,03-22-2021 11:41:47a,SPRINGFIELD,68-70 BRISTOL ST,1.00,BRISTOL ST,4
,,19234,23776-507,,03-22-2021 11:41:47a,SPRINGFIELD,159-161 BOSTON RD,,BOSTON RD,3
,,19233,23776-506,,03-22-2021 11:41:29a,SPRINGFIELD,904-910 STATE ST,,STATE ST,3
,,19287,23777-81,,03-22-2021 12:36:44p,WESTFIELD,232 RUSSELLVILLE RD,1.00,,2
,,19279,23777-49,,03-22-2021 12:24:07p,SPRINGFIELD,120 ORCHARD ST,"360,000.00",ORCHARD ST,2
,,19250,23776-559,,03-22-2021 11:52:08a,PALMER,84 SQUIRE ST,,SQUIRE ST,3
,,19248,23776-555,,03-22-2021 11:51:00a,WILBRAHAM,9 SPRUCE DR UNIT 9,,UNIT 9,6
,,19243,23776-526,,03-22-2021 11:47:02a,WEST SPRINGFIELD,28 WARREN ST,"280,000.00",WARREN ST,3
,,19243,23776-526,,03-22-2021 11:47:02a,WESTFIELD,78 WESTERN CIR,1.00,WESTERN CIR,3
,,19353,23777-415,,03-22-2021 1:56:34p,CHICOPEE,161 SLATE RD,1.00,SLATE RD,2
,,19349,23777-399,,03-22-2021 1:52:45p,CHICOPEE,63 APPLEWOOD DR UNIT 6075D,"145,000.00",UNIT 6075D,2
,,19347,23777-381,,03-22-2021 1:50:51p,SPRI FIELD,57 SUPERIOR AVE,"220,000.00",SUPERIOR AVE,2
,,19337,23777-350,,03-22-2021 1:35:09p,SPRINGFIELD,75 MORNINGSIDE PARK,"150,000.00",MORNINGSIDE PARK,3
,,19331,23777-300,,03-22-2021 1:26:46p,HOLYOKE,177 BEMIS RD,"302,500.00",BEMIS RD,2
,,19327,23777-293,,03-22-2021 1:20:37p,AGAWAM,29 PRIMROSE LA,"145,000.00",PRIMROSE LA,3
,,19303,23777-145,,03-22-2021 12:57:47p,,,"185,000.00",EAST PALMER PARK DR,4
,,19407,23778-146,,03-22-2021 3:23:01p,SPRINGFIELD,575-577 ARMORY ST,"230,000.00",ARMORY ST,5
,,19401,23778-112,,03-22-2021 3:17:34p,WEST SPRINGFIELD,AGAWAM AVE,"430,000.00",AGAWAM AVE,2
,,19396,23778-92,,03-22-2021 3:09:50p,WEST SPRINGFIELD,88 PARTRIDGE LA,"410,000.00",PARTRIDGE LA,4
,,19387,23778-47,,03-22-2021 2:58:26p,SPRINGFIELD,73 CAREW TERR,"110,000.00",CAREW TERR,4
,,19384,23778-20,,03-22-2021 2:55:49p,HOLYOKE,197 LOCUST ST,"155,000.00",LOCUST ST,4
,,19437,23778-280,23571-535,03-22-2021 3:53:55p,SPRINGFIELD,86-88 CLIFTON AVE,,,1
,,19431,23778-240,,03-22-2021 3:51:24p,SPRINGFIELD,124 WAIT ST,"130,000.00",WAIT ST,2
,,19426,23778-214,,03-22-2021 3:45:47p,WESTFIELD,338 LOOMIS ST,"28,570.00",LOOMIS ST,2
,,19413,23778-190,,03-22-2021 3:36:43p,WESTFIELD,14 CLARK ST,"247,000.00",CLARK ST,2
,,19410,23778-180,,03-22-2021 3:36:36p,SPRINGFIELD,18 NORFOLK ST,"180,000.00",NORFOLK ST,2
,,19410,23778-180,,03-22-2021 3:36:36p,WESTFIELD,10 NICHOLAS LA,"130,000.00",,5
,,19673,23780-192,,03-23-2021 1:09:38p,BLANDFORD,848 BEECH HILL RD,"65,000.00",,3
,,19670,23780-154,,03-23-2021 1:01:21p,CHICOPEE,585 SHERIDAN ST #38,"239,900.00",UNIT 38,4
,,19642,23779-574,,03-23-2021 11:42:47a,SPRINGFIELD,68 FOREST PARK AVE,"215,000.00",FOREST PARK AVE,2
,,19636,23779-539,,03-23-2021 11:37:26a,SPRINGFIELD,28 JUNIPER DR,"399,000.00",JUNIPER DR,2
,,19629,23779-475,,03-23-2021 11:30:55a,HOLYOKE,1033-R HAMPDEN ST,"159,900.00",SEE RECORD,1
,,19625,23779-467,,03-23-2021 11:27:42a,SPRINGFIELD,44-46 DALE ST,"239,900.00",DALE ST,3
,,19670,23780-154,,03-23-2021 1:01:21p,HAST LONGMEADOW,188 ELM ST,"65,000.00",ELM ST,2
,,19714,23780-394,,03-23-2021 2:08:01p,HAST LONGMEADOW,188 ELM ST,"180,700.00",,2
,,19710,23780-386,,03-23-2021 1:56:36p,CHICOPEE,44 MCCARTHY AVE,"210,000.00",MCCARTHY AVE,4
,,19705,23780-350,,03-23-2021 1:51:57p,CHICOPEE,690 EAST MAIN ST,"190,000.00",EAST MAIN ST,4
,,19699,23780-324,,03-23-2021 1:44:41p,WESTFIELD,366 LOOMIS ST,"342,000.00",LOOMIS ST,3
,,19685,23780-260,,03-23-2021 1:34:04p,CHICOPEE,126 AMHERST ST,"25,000.00",AMHERST ST,2
,,19685,23780-260,,03-23-2021 1:34:04p,SPRINGFIELD,45 GREANEY ST,"180,700.00",GREANEY ST,4
,,19757,23781-9,,03-23-2021 3:52:35p,MONSON,63 WALES RD,"185,000.00",WALES RD,3
,,19753,23781-3,,03-23-2021 3:48:26p,WESTFIELD,15 CASIMIR ST,"560,500.00",CASIMIR ST,2
,,19750,23780-598,,03-23-2021 3:39:33p,SPRINGFIELD,536-538 CHESTNUT ST,"285,000.00",CHESTNUT ST,2
,,19746,23780-572,,03-23-2021 3:39:06p,CHESTER,313 ABBOTT HILL RD,"550,000.00",ABBOTT HILL RD,4
,,19741,23780-525,,03-23-2021 3:34:28p,SPRINGFIELD,54 PALO ALTO RD,"560,500.00",PALO ALTO RD,4
,,19738,23780-504,,03-23-2021 3:32:16p,CHICOPEE,283 FULLER RD UNIT N,"185,000.00","UNIT N,UNIT 4",1
,,19764,23781-71,,03-23-2021 3:56:48p,HOLYOKE,820 HIGH ST,"700,000.00",HIGH ST,1
,,19886,23782-119,,03-24-2021 11:03:39a,SPRINGFIELD,TINKHAM RD,,TINKHAM RD,3
,,19872,23782-33,,03-24-2021 10:52:51a,WEST SPRINGFIELD,48 CASS AVE,1.00,CASS AVE,3
,,19857,23781-556,,03-24-2021 10:32:04a,HOLYOKE,123 WALNUT ST,1.00,WALNUT ST,3
,,19846,23781-533,,03-24-2021 10:12:57a,SPRINGFIELD,41 HILLSIDE DR,"260,000.00",HILLSIDE DR,3
,,19840,23781-482,,03-24-2021 9:41:08a,SPRINGFIELD,17 SHERWOOD RD,1.00,SHERWOOD RD,2
,,19784,23781-151,,03-24-2021 8:41:11a,CHICOPEE,379 EAST MAIN ST,1.00,EAST MAIN ST,2
,,19920,23782-321,,03-24-2021 12:16:53p,LUDLOW,32 FRANKLIN ST,1.00,FRANKLIN ST,13
,,19915,23782-273,,03-24-2021 12:08:37p,SPRINGFIELD,62-64 GROVER ST,1.00,GROVER ST,4
,,19910,23782-232,,03-24-2021 12:00:36p,WEST SPRINGFIELD,35 WORTHY AVE,"235,000.00",WORTHY AVE,2
,,19896,23782-169,,03-24-2021 11:28:32a,SPRINGFIELD,49 MOHEGAN AVE,"212,500.00",MOHEGAN AVE,2
,,19891,23782-139,,03-24-2021 11:14:13a,CHICOPEE,90 QUARTUS ST,"220,000.00",QUARTUS ST,1
,,19951,23782-475,,03-24-2021 1:07:54p,CHICOPEE,34 MAPLE ST,"157,000.00",MAPLE ST,3
,,19942,23782-429,,03-24-2021 1:05:22p,MONSON,177 STAFFORD HOLLOW RD,"265,500.00",STAFFORD HOLLOW RD,3
,,19940,23782-426,,03-24-2021 1:05:02p,SPRINGFIELD,90 ELIJAH ST,"166,400.00",ELIJAH ST,4
,,19938,23782-422,,03-24-2021 1:04:53p,BAST LONGMEADOW,JEFFREY LA,"157,000.00",JEFFREY LA,3
,,19931,23782-384,,03-24-2021 12:38:09p,SPRINGFIELD,26 EDENDALE ST,"265,500.00",EDENDALE ST,3
,,19926,23782-364,,03-24-2021 12:30:00p,BAST LONGMEADOW,JEFFREY LA,"157,000.00",JEFFREY LA,1
,,20015,23783-256,,03-24-2021 3:08:45p,LONGMEADOW,47 OAKWOOD DR,1.00,OAKWOOD DR,5
,,20006,23783-224,,03-24-2021 3:03:18p,CHICOPEE,96 WARREGAN ST,"880,000.00",WARREGAN ST,3
,,19984,23783-108,,03-24-2021 2:19:32p,CHICOPEE,68 PARTRIDGE LA UNIT 6236C,"240,000.00",UNIT 6236C,2
,,19963,23782-565,,03-24-2021 1:27:38p,CHICOPEE,46 LEARY AVE,"145,000.00",LEARY AVE,3
,,19959,23782-546,,03-24-2021 1:24:26p,WESTFIELD,480 SOUTHAMPTON RD,1.00,SOUTHAMPTON RD,2
,,19955,23782-500,,03-24-2021 1:19:29p,WEST SPRINGFIELD,19 ELM AVE,1.00,SHE RECORD,0
,,20037,23783-368,,03-24-2021 3:51:35p,SPRINGFIELD,101 KENSINGTON AVE,"110,000.00",KENSINGTON AVE,5
,,20033,23783-361,,03-24-2021 3:46:25p,SPRINGFIELD,107 KENSINGTON AVE,"214,900.00",KENSINGTON AVE,2
,,20030,23783-341,,03-24-2021 3:43:20p,AGAWAM,24 VILLA DR UNIT 5,"359,900.00",UNIT 5,1
,,20029,23783-336,,03-24-2021 3:43:20p,AGAWAM,24 VILLA DR UNIT 5,1.00,UNIT 5,2
,,20025,23783-315,,03-24-2021 3:40:59p,AGAWAM,88 DOGWOOD LA UNIT 88,"510,000.00",UNIT 88,3
,,20021,23783-294,,03-24-2021 3:37:36p,WALES,87 MCBRIDE RD,"285,000.00",MCBRIDE RD,2
,,20043,23783-406,,03-24-2021 3:58:33p,HOLYOKE,598 HAMPDEN ST,"410,000.00",HAMPDEN ST,4
,,20039,23783-373,,03-24-2021 3:56:50p,CHICOPEE,211 EAST ST,"220,000.00",EAST ST,3
,,20120,23784-186,,03-25-2021 10:12:44a,WILBRAHAM,13 PINE DR,1.00,PINE DR,3
,,20119,23784-183,,03-25-2021 10:08:49a,WEST SPRINGFIELD,521 PIPER RD,1.00,PIPER RD,6
,,20112,23784-156,,03-25-2021 9:43:08a,CHICOPEE,11 NAOMI ST,1.00,AOMI ST,6
,,20103,23784-99,,03-25-2021 9:21:18a,WESTFIELD,915 WESTERN AVE,1.00,WESTERN AVE,6
,,20102,23784-97,,03-25-2021 9:18:47a,SPRINGFIELD,38-42 PARKER ST,1.00,PARKER ST,2
,,20148,23784-249,,03-25-2021 10:57:04a,SPRINGFIELD,34-36 PARKER ST,1.00,PARKER ST,4
,,20142,23784-240,,03-25-2021 10:44:57a,SPRINGFIELD,97 FENWICK ST,1.00,FENWICK ST,4
,,20131,23784-206,,03-25-2021 10:30:49a,SPRINGFIELD,84 HASKIN ST,,HASKI ST,4
,,20128,23784-201,01144-7048,03-25-2021 10:29:58a,AGAWAM,88 STRAWBERRY HILL RD,1.00,STRAWBERRY HILL RD,4
,,20121,23784-190,,03-25-2021 10:13:39a,CHICOP,38 JEANETTE DR,1.00,JEANETTE DR,2
,,20181,23784-309,,03-25-2021 12:02:42p,WILBRAHAM,340 GLENDALE RD,,,10
,,20180,23784-307,,03-25-2021 11:57:59a,SPRINGFIELD,99 LITTLETON ST,"190,000.00",LITTLETON ST,2
,,20179,23784-305,,03-25-2021 11:57:59a,HOLYOKE,156 NORTH PLEASANT ST,1.00,ORTH PLEASANT ST,3
,,20154,23784-261,,03-25-2021 11:11:17a,HOLYOKE,156 NORTH PLEASANT ST,1.00,ORTH PLEASANT ST,5
,,20152,23784-256,,03-25-2021 11:04:32a,SPRINGFIELD,108 PEER ST,,PEER ST,0
,,20217,23784-434,,03-25-2021 1:52:39p,AGAWAM,135 EDGEWATER RD,"485,000.00",EDGEWATER RD,6
,,20214,23784-410,,03-25-2021 1:51:47p,LUDLOW,38 LYON ST,"610,000.00",LYON ST,2
,,20210,23784-390,,03-25-2021 1:50:25p,SPRINGFIELD,119 TAVISTOCK ST,"147,000.00",TAVISTOCK ST,10
,,20199,23784-373,,03-25-2021 1:18:34p,WESTFIELD,123 OLD FARM RD,"340,000.00",OLD FARM RD,4
,,20270,23785-45,,03-25-2021 3:32:41p,LUDLOW,74 CHAPIN ST,"311,000.00",CHAPIN ST,5
,,20259,23784-599,,03-25-2021 3:02:43p,WESTFIELD,549 RUSSELL RD UNIT 4¢,"98,000.00",UNIT 4C,2
,,20253,23784-567,,03-25-2021 2:57:43p,WESTFIELD,160 MUNGER HILL RD,"450,000.00",MUNGER HILL RD,3
,,20228,23784-482,,03-25-2021 2:14:03p,AGAWAM,719 SUFFIELD ST,1.00,SUFFIELD ST,5
,,20221,23784-456,,03-25-2021 2:00:22p,WESTFIELD,8 LAUREL AVE,"311,000.00",LAUREL AVE,7
,,20280,23785-132,,03-25-2021 4:02:14p,WEST SPRINGFIELD,162 FRONT ST,"163,312.50",FRONT ST,6
,,20380,23786-3,,03-26-2021 9:58:31a,CHICOPEE,1086 JAMES ST,,UNIT B3,3
,,20367,23785-530,,03-26-2021 9:48:38a,,,10.00,SEE RECORD,3
,,20366,23785-527,,03-26-2021 9:46:52a,SPRINGFIELD,25 ETON ST,"242,000.00",ETON ST,1
,,20348,23785-476,01550-3713,03-26-2021 9:29:08a,SPRINGFIELD,46 EDENDALE ST,,EDENDALE ST,11
,,20405,23786-177,,03-26-2021 10:30:14a,SPRINGFIELD,80 STANHOPE RD,,,4
,,20393,23786-88,,03-26-2021 10:17:22a,SPRINGFIELD,385 WORTHINGTON ST UNIT 3G,,UNIT 3G,4
,,20391,23786-68,,03-26-2021 10:16:13a,CHICOPEE,78-80 AUSTIN ST,1.00,AUSTIN ST,4
,,20390,23786-63,,03-26-2021 10:12:25a,SOUTHWICK,13 ED HOLCOMB RD,1.00,ED HOLCOMB RD,3
,,20386,23786-25,,03-26-2021 10:04:58a,AGAWAM,15 MEMORIAL PARK,,MEMORIAL PARK,5
,,20449,23786-318,,03-26-2021 11:03:43a,WALES,24 HENRY RD,"150,000.00",,4
,,20445,23786-293,,03-26-2021 11:02:58a,WALES,22 HENRY RD,"129,900.00",HENRY RD,4
,,20428,23786-242,,03-26-2021 10:53:28a,SPRINGFIELD,12-14 LONGVIEW ST,"236,000.00",LONGVIEW ST,2
,,20411,23786-187,,03-26-2021 10:34:33a,MONSON,245 MOULTON HILL RD,"236,000.00",MOULTON HILL RD,4
,,20406,23786-180,,03-26-2021 10:30:14a,SPRINGFIELD,131 NASSAU DR UNIT 131,"129,900.00",UNIT 131,2
,,20406,23786-180,,03-26-2021 10:30:14a,CHICOPEE,59 WATSON ST,"150,000.00",WATSON ST,0
,,20493,23786-460,,03-26-2021 11:34:41a,SPRINGFIELD,139 ROSEMARY DR,"230,000.00",ROSEMARY DR,8
,,20482,23786-412,,03-26-2021 11:26:09a,WILBRAHAM,7 SQUIRE DR,"670,000.00",SQUIRE DR,6
,,20473,23786-370,,03-26-2021 11:18:37a,EAST LONGMEADOW,5 REDIN LA,"347,000.00",REDIN LA,4
,,20470,23786-364,,03-26-2021 11:18:03a,WEST SPRINGFIELD,6 UPPER BEVERLY HILLS,1.00,UPPER BEVERLY HILLS,3
,,20450,23786-320,,03-26-2021 11:04:00a,LONGMEADOW,120 ASHFORD RD,"230,000.00",ASHFORD RD,1
,,20530,23787-31,,03-26-2021 12:10:19p,CHICOPEE,690 GRATTAN ST,"250,000.00",GRATTAN ST,3
,,20524,23787-1,,03-26-2021 12:01:44p,SOUTHWICK,GABLEVIEW LA,"146,000.00",,3
,,20519,23786-583,,03-26-2021 11:57:34a,SOUTHWICK,9 PONDVIEW LA,"625,000.00",PONDVIEW LA,5
,,20514,23786-553,,03-26-2021 11:49:42a,CHICOPEE,19 FISHER ST,"265,000.00",FISHER ST,3
,,20503,23786-521,21401-226,03-26-2021 11:41:49a,LUDLOW,83 HUBBARD ST,"146,000.00",HUBBARD ST,4
,,20500,23786-496,,03-26-2021 11:39:40a,WESTFIELD,26 LOZIER AVE,"270,000.00",LOZIER AVE,0
,,20552,23787-166,,03-26-2021 12:45:17p,WEST SPRINGFIELD,1574 WESTFIELD ST,1.00,WESTFIELD ST,11
,,20549,23787-147,,03-26-2021 12:43:17p,LUDLOW,339 CHAPIN ST,"279,900.00",CHAPIN ST,2
,,20543,23787-122,,03-26-2021 12:32:43p,WEST SPRINGFIELD,811 PIPER RD,"350,000.00",PIPER RD,3
,,20538,23787-86,,03-26-2021 12:24:55p,CHICOPEE,45 CHAPEL ST,"155,000.00",CHAPEL ST,3
,,20534,23787-65,,03-26-2021 12:18:42p,CHICOPEE,583 NEW LUDLOW RD,1.00,NEW LUDLOW RD,3
,,20584,23787-304,,03-26-2021 1:34:55p,WESTFIELD,103 OLD COUNTY RD,"359,000.00",OLD COUNTY RD,5
,,20577,23787-284,,03-26-2021 1:20:39p,WILBRAHAM,575 MAIN ST,"265,000.00",MAIN ST,3
,,20571,23787-257,,03-26-2021 1:10:01p,SPRINGFIELD,358 DICKINSON ST,"213,500.00",DICKINSON ST,3
,,20567,23787-249,,03-26-2021 1:03:00p,CHICOPEE,19 SHERWOOD ST,"280,000.00",SHERWOOD ST,3
,,20563,23787-233,,03-26-2021 1:01:13p,BAST LONGMEADOW,28 TERRY LA,"265,000.00",TERRY LA,3
,,20559,23787-208,,03-26-2021 12:59:48p,WEST SPRINGFIELD,187 MONASTERY AVE,"309,000.00",MONASTERY AVE,2
,,20601,23787-375,,03-26-2021 2:04:21p,WEST SPRINGFIELD,187 MONASTERY AVE,"170,000.00",,2
,,20598,23787-367,,03-26-2021 1:56:39p,CHICOPEE,28 DOUGLAS CIR,"256,000.00",DOUGLAS CIR,4
,,20596,23787-362,,03-26-2021 1:55:43p,LUDLOW,316 MILLER ST,1.00,MILLER ST,2
,,20592,23787-342,,03-26-2021 1:44:59p,SPRINGFIELD,57 SUPERIOR AVE,1.00,SUPERIOR AVE,3
,,20588,23787-326,,03-26-2021 1:39:50p,CHESTER,128 PROSPECT ST,"256,000.00",PROSPECT ST,4
,,20588,23787-326,,03-26-2021 1:39:50p,SPRINGFIELD,192 MAYNARD ST,"170,000.00",MAYNARD ST,3
,,20656,23788-51,,03-26-2021 2:38:13p,WEST SPRINGFIELD,12 ST ANDREWS WAY UNIT 12,"349,900.00",UNIT 12,5
,,20650,23788-24,,03-26-2021 2:34:22p,SPRINGFIELD,123 PUTNAM CIR,"38,000.00",PUTNAM CIR,5
,,20640,23787-586,,03-26-2021 2:28:27p,SPRINGFIELD,50 EAST ALVORD ST,"198,000.00",EAST ALVORD ST,3
,,20634,23787-557,,03-26-2021 2:27:38p,AGAWAM,215 VALLEY BROOK RD,"300,000.00",VALLEY BROOK RD,3
,,20632,23787-552,,03-26-2021 2:26:55p,WILBRAHAM,2205 BOSTON RD UNIT D30,"210,000.00",UNIT D30,2
,,20628,23787-522,,03-26-2021 2:21:39p,SPRINGFIELD,247-249 UNION ST,"385,000.00",UNION ST,0
,,20682,23788-182,,03-26-2021 3:06:14p,MONSON,151 UPPER HAMPDEN RD,"659,000.00",UPPER HAMPDEN RD,6
,,20677,23788-158,,03-26-2021 2:56:03p,SPRINGFIELD,29 LANCASHIRE RD,"45,000.00",LANCASHIRE RD,1
,,20668,23788-123,,03-26-2021 2:46:21p,BAST LONGMEADOW,35 WESTERNVIEW CIR,"339,000.00",WESTERNVIEW CIR,3
,,20663,23788-94,,03-26-2021 2:40:50p,WEST SPRINGFIELD,53 WILDER TERR,"226,000.00",WILDER TERR,3
,,20660,23788-71,,03-26-2021 2:38:54p,AGAWAM,108-110 ROWLEY ST,1.00,SEE RECORD,3
,,20704,23788-299,,03-26-2021 3:34:24p,LUDLOW,PINEHY LA,"15,000.00",PINEY LA,6
,,20700,23788-269,,03-26-2021 3:31:20p,WEST SPRINGFIELD,53 BACON AVE,"215,000.00",BACON AVE,2
,,20696,23788-249,,03-26-2021 3:28:25p,,,"185,000.00",SHE RECORD,4
,,20694,23788-246,,03-26-2021 3:27:54p,SPRINGFIELD,127 NEWLAND ST,"185,000.00",NEWLAND ST,2
,,20691,23788-226,,03-26-2021 3:16:20p,SPRINGFIELD,46-48 ACORN ST,"250,000.00",ACORN ST,3
,,20688,23788-221,,03-26-2021 3:10:38p,SPRINGFIELD,234 PLUMTREE RD,1.00,PLUMTREE RD,0
,,20719,23788-361,,03-26-2021 3:59:42p,SPRINGFIELD,39-41 DEARBORN ST,,DEARBORN ST,8
,,20715,23788-334,,03-26-2021 3:45:10p,HOLLAND,2 STONY HILL RD,"310,000.00",STONY HILL RD,4
,,20828,23789-368,,03-29-2021 9:58:47a,SPRINGFIELD,227 DENVER ST,"168,000.00",DENVER ST,3
,,20827,23789-366,,03-29-2021 9:58:47a,SPRINGFIELD,117-119 GROVELAND ST,1.00,GROVELAND ST,4
,,20826,23789-362,,03-29-2021 9:58:47a,SPRINGFIELD,11-13 AINSWORTH ST,1.00,AINSWORTH ST,8
,,20883,23790-9,,03-29-2021 10:58:57a,SPRINGFIELD,51-53 LEYFRED TERR,"148,374.35",LEYFRED TERR,3
,,20870,23789-575,,03-29-2021 10:48:07a,BRIMFIELD,104 MONSON RD,,MONSON RD,7
,,20859,23789-543,,03-29-2021 10:39:54a,BAST LONGMEADOW,90 WESTWOOD AVE,,WESTWOOD AVE,3
,,20855,23789-519,,03-29-2021 10:37:30a,MONSO,29 HIGH ST,,HIGH ST,4
,,20933,23790-271,,03-29-2021 12:09:36p,SPRINGFIELD,6 KATHLEEN ST,,KATHLEEN ST,5
,,20926,23790-233,,03-29-2021 12:01:16p,AGAWAM,62 CENTER ST,"257,000.00",CENTER ST,3
,,20918,23790-182,,03-29-2021 11:52:40a,RUSSELL,540 WESTFIELD RD,1.00,WESTFIELD RD,3
,,20910,23790-118,,03-29-2021 11:36:34a,WESTFIELD,21 MALLARD LA,1.00,MALLARD LA,4
,,20897,23790-41,,03-29-2021 11:21:17a,SPRINGFIELD,414 DWIGHT RD,"280,000.00",DWIGHT RD,3
,,20889,23790-30,,03-29-2021 11:02:50a,WESTFIELD,109 HAWKS CIR,,HAWKS CIR,5
,,20987,23791-63,,03-29-2021 1:10:30p,WESTFIELD,109 HAWKS CIR,,,5
,,20979,23791-25,,03-29-2021 1:04:54p,CHICOPEE,84 BEVERLY ST,"181,000.00",UNIT 2,3
,,20967,23790-507,,03-29-2021 12:58:45p,WILBRAHAM,14 BELLOWS RD,1.00,BELLOWS RD,3
,,20961,23790-480,,03-29-2021 12:56:41p,SPRINGFIELD,44 PASCAL DR,"287,000.00",PASCAL DR,2
,,20953,23790-414,,03-29-2021 12:42:48p,LUDLOW,677 CHAPIN ST,"204,500.00",CHAPIN ST,3
,,20949,23790-359,,03-29-2021 12:33:53p,CHICOPEE,69 OLEA ST,"275,000.00",OLEA ST,2
,,21038,23791-303,,03-29-2021 2:23:48p,SPRINGFIELD,2000 PARKER ST,1.00,,3
,,21034,23791-275,,03-29-2021 2:21:04p,WEST SPRINGFIELD,1304 BLM ST UNIT A6,"79,900.00","UNIT 1304-A6, 6A, A6",3
,,21029,23791-251,,03-29-2021 2:20:15p,HOLYOKE,41 ARGYLE AVE,"255,000.00",ARGYLE AVE,3
,,21015,23791-216,,03-29-2021 1:51:38p,SPRINGFIELD,17-19 CROWN ST,"255,000.00",CROWN ST,2
,,21000,23791-145,,03-29-2021 1:28:02p,AGAWAM,1094 SUFFIELD ST,"1,150,000.00",SUFFIELD ST,2
,,21000,23791-145,,03-29-2021 1:28:02p,SPRINGFIELD,15 EDDY ST,1.00,EDDY ST,2
,,21072,23791-490,,03-29-2021 3:14:49p,SPRINGFIELD,51 PINE GROVE ST,"240,000.00",PINE GROVE ST,3
,,21067,23791-460,,03-29-2021 3:07:44p,SPRINGFIELD,279-281 WHITE ST,1.00,WHITE ST,2
,,21053,23791-370,,03-29-2021 2:49:17p,WILBRAHAM,427 SOULE RD,"280,000.00",SOULE RD,2
